Subscriber ID,Private IP,Public IP,Source Port,Session Start Time,Session End Time,Uplink Bytes,Downlink Bytes,Destination IP,IMEI
+919662702895,10.143.22.84,76.210.92.44,14489,2026-06-19 03:10:39,2026-06-19 05:03:39,4863339,11854780,138.172.179.217,158657809134316
+919662702895,10.102.3.137,76.210.92.44,14712,2026-06-02 19:43:12,2026-06-02 20:56:12,98716,48706303,54.126.111.163,158657809134316
+919662702895,10.65.222.19,76.210.92.44,19002,2026-06-11 15:07:35,2026-06-11 16:48:35,1336495,5166485,174.41.119.178,158657809134316
+919662702895,10.163.82.133,76.210.92.44,52056,2026-06-28 11:04:33,2026-06-28 11:30:33,1059875,19352319,203.133.143.111,158657809134316
+919662702895,10.239.9.41,76.210.92.44,25517,2026-06-08 16:53:41,2026-06-08 17:43:41,362320,25311003,73.14.80.121,158657809134316
+919662702895,10.64.109.197,76.210.92.44,33865,2026-06-29 08:52:06,2026-06-29 09:48:06,1352840,36475855,173.15.188.1,158657809134316
+919662702895,10.19.220.212,76.210.92.44,56201,2026-06-02 14:18:26,2026-06-02 15:49:26,4705819,35442452,50.163.154.190,158657809134316
+916969379237,10.223.146.106,65.67.187.136,61460,2026-06-12 02:31:43,2026-06-12 03:27:43,4447444,47661105,159.94.181.236,640909743953394
+916969379237,10.41.174.246,65.67.187.136,27519,2026-06-24 21:34:18,2026-06-24 21:57:18,1838617,33632885,49.184.171.132,640909743953394
+916969379237,10.40.14.175,65.67.187.136,11609,2026-06-17 22:13:27,2026-06-17 23:18:27,2349521,21486062,117.254.82.33,640909743953394
+916969379237,10.247.206.205,65.67.187.136,36170,2026-06-02 13:26:12,2026-06-02 13:49:12,4309719,7315847,32.33.167.133,640909743953394
+916969379237,10.168.149.82,65.67.187.136,48139,2026-06-19 14:57:33,2026-06-19 16:57:33,2167411,7972447,25.174.2.68,640909743953394
+916969379237,10.141.54.129,65.67.187.136,60819,2026-06-30 10:47:50,2026-06-30 11:45:50,2197885,398013,223.169.2.109,640909743953394
+916969379237,10.119.19.195,65.67.187.136,38154,2026-06-27 18:38:18,2026-06-27 20:15:18,2065253,48549228,47.241.253.120,640909743953394
+916969379237,10.79.224.93,65.67.187.136,13336,2026-06-01 15:24:50,2026-06-01 17:17:50,3711821,6748948,99.13.118.88,640909743953394
+916969379237,10.225.10.27,65.67.187.136,10191,2026-06-01 23:36:44,2026-06-02 00:19:44,1113960,1890089,185.241.79.166,640909743953394
+916969379237,10.101.130.82,65.67.187.136,9134,2026-06-02 01:56:35,2026-06-02 02:26:35,56671,6324875,92.66.142.97,640909743953394
+916969379237,10.45.209.229,65.67.187.136,39262,2026-06-29 18:45:24,2026-06-29 19:59:24,2248382,34240063,129.44.255.163,640909743953394
+916969379237,10.228.142.66,65.67.187.136,14473,2026-06-22 01:07:46,2026-06-22 02:19:46,4943954,15381167,45.209.239.52,640909743953394
+916969379237,10.22.186.251,65.67.187.136,15728,2026-06-15 20:23:16,2026-06-15 20:31:16,205669,47096261,223.238.33.180,640909743953394
+917474517123,10.27.35.234,189.188.183.16,54297,2026-06-27 13:48:29,2026-06-27 14:30:29,2198147,19604055,191.72.9.138,047113826758692
+917474517123,10.104.159.33,189.188.183.16,47591,2026-06-19 00:29:25,2026-06-19 02:21:25,283321,10359167,103.229.165.109,047113826758692
+917474517123,10.143.40.169,189.188.183.16,20887,2026-06-19 18:09:54,2026-06-19 19:24:54,288730,7883549,70.56.109.253,047113826758692
+917474517123,10.111.148.177,189.188.183.16,49313,2026-06-16 15:35:06,2026-06-16 16:08:06,703715,12548692,86.12.20.137,047113826758692
+917474517123,10.233.77.238,189.188.183.16,37874,2026-06-22 11:44:12,2026-06-22 12:37:12,3833034,10709499,174.24.201.72,047113826758692
+917474517123,10.134.214.223,189.188.183.16,24952,2026-06-14 04:03:03,2026-06-14 04:29:03,2486036,27424225,201.29.43.185,047113826758692
+917474517123,10.176.143.249,189.188.183.16,61352,2026-06-25 17:45:07,2026-06-25 18:38:07,1243689,12047449,46.106.155.89,047113826758692
+917474517123,10.99.66.136,189.188.183.16,8018,2026-06-08 15:59:53,2026-06-08 17:43:53,4965804,49665028,207.228.10.28,047113826758692
+918317139005,10.179.35.159,196.227.37.231,31308,2026-06-26 09:28:19,2026-06-26 11:19:19,3381633,27585030,95.248.194.239,240268117758917
+918317139005,10.235.211.135,196.227.37.231,23303,2026-06-29 22:41:29,2026-06-30 00:38:29,4194024,20728873,104.210.58.131,240268117758917
+918317139005,10.158.141.135,196.227.37.231,27097,2026-06-21 01:35:16,2026-06-21 02:35:16,2520326,16265291,135.60.150.6,240268117758917
+918317139005,10.156.183.53,34.164.75.17,7650,2026-06-26 01:59:03,2026-06-26 03:30:03,4722187,26956506,119.120.251.102,240268117758917
+918317139005,10.81.213.210,34.164.75.17,2184,2026-06-17 17:13:21,2026-06-17 17:52:21,2779726,6221322,162.233.92.183,240268117758917
+918317139005,10.18.7.253,196.227.37.231,21538,2026-06-14 23:56:45,2026-06-15 01:52:45,867998,37623296,202.68.137.251,240268117758917
+918317139005,10.103.87.229,196.227.37.231,60494,2026-06-03 17:33:31,2026-06-03 17:51:31,4788029,45310093,190.36.82.228,240268117758917
+918317139005,10.50.147.228,196.227.37.231,31708,2026-06-16 14:42:29,2026-06-16 14:47:29,1969130,16307364,86.224.197.138,240268117758917
+918317139005,10.67.185.17,196.227.37.231,49392,2026-06-08 16:25:28,2026-06-08 17:19:28,4851700,47123017,71.184.39.234,240268117758917
+918317139005,10.167.178.211,196.227.37.231,30293,2026-06-06 07:04:44,2026-06-06 08:45:44,82206,42723086,143.83.108.230,240268117758917
+918317139005,10.37.219.26,196.227.37.231,5439,2026-06-11 10:32:43,2026-06-11 11:16:43,1387526,8273945,172.229.169.134,240268117758917
+918317139005,10.173.31.38,196.227.37.231,41697,2026-06-29 12:52:39,2026-06-29 13:01:39,1859049,1792355,60.154.50.146,240268117758917
+918317139005,10.176.87.74,34.164.75.17,31845,2026-06-24 12:04:15,2026-06-24 13:18:15,4303910,41905326,122.165.31.194,240268117758917
+917293183933,10.118.240.238,196.227.37.231,6816,2026-06-25 22:48:33,2026-06-25 23:09:33,4244359,17292470,24.250.105.131,240268117758917
+917293183933,10.146.97.107,34.164.75.17,52231,2026-06-22 21:14:52,2026-06-22 21:53:52,118464,35018650,42.252.151.193,240268117758917
+917293183933,10.180.80.112,34.164.75.17,34689,2026-06-29 22:00:46,2026-06-29 22:27:46,651568,19185631,14.20.108.158,240268117758917
+917293183933,10.130.114.141,34.164.75.17,30939,2026-06-01 22:49:39,2026-06-01 23:04:39,1774676,49155050,147.10.249.220,240268117758917
+917293183933,10.173.79.22,196.227.37.231,39926,2026-06-13 04:12:23,2026-06-13 05:24:23,3865706,38564617,66.80.90.37,240268117758917
+917293183933,10.3.89.24,196.227.37.231,35510,2026-06-28 08:04:38,2026-06-28 08:45:38,4835073,4737589,81.86.239.85,240268117758917
+917293183933,10.104.126.234,34.164.75.17,36936,2026-06-02 01:29:58,2026-06-02 03:05:58,3107226,11483369,202.204.146.218,240268117758917
+917293183933,10.49.3.245,196.227.37.231,9282,2026-06-17 12:25:29,2026-06-17 13:22:29,4300857,43686586,213.130.179.241,240268117758917
+917293183933,10.10.151.180,196.227.37.231,31056,2026-06-04 10:42:40,2026-06-04 10:48:40,3604726,14605426,19.7.113.71,240268117758917
+917293183933,10.118.8.79,196.227.37.231,44301,2026-06-27 17:25:08,2026-06-27 19:19:08,3252306,17503173,105.76.110.8,240268117758917
+918998569847,10.210.244.192,220.219.13.156,38115,2026-06-27 07:23:11,2026-06-27 07:49:11,4841152,29323220,203.88.175.31,809885165604945
+918998569847,10.53.220.58,220.219.13.156,54835,2026-06-06 02:49:15,2026-06-06 04:36:15,1689963,24153306,105.0.138.72,809885165604945
+918998569847,10.76.71.36,220.219.13.156,43004,2026-06-19 07:06:54,2026-06-19 08:43:54,4057207,32252951,68.33.189.118,809885165604945
+918998569847,10.183.3.13,220.219.13.156,4916,2026-06-11 08:18:57,2026-06-11 09:09:57,4595741,36584541,196.105.104.18,809885165604945
+918998569847,10.49.149.212,220.219.13.156,34452,2026-06-25 21:11:27,2026-06-25 22:08:27,3605644,46987873,78.225.57.64,809885165604945
+918998569847,10.192.204.91,220.219.13.156,18633,2026-06-01 02:28:00,2026-06-01 03:53:00,3195646,21312602,102.233.121.58,809885165604945
+916244550229,10.126.174.179,47.194.117.129,24251,2026-06-10 06:06:11,2026-06-10 06:14:11,3293689,18581877,47.186.241.97,381561497840369
+916244550229,10.198.142.146,47.194.117.129,49952,2026-06-22 08:21:03,2026-06-22 10:20:03,4141115,20363618,73.142.3.204,381561497840369
+916244550229,10.188.198.68,47.194.117.129,18013,2026-06-07 19:50:59,2026-06-07 21:21:59,2439167,18290767,89.243.233.10,381561497840369
+916244550229,10.223.108.170,47.194.117.129,4248,2026-06-04 21:19:35,2026-06-04 22:04:35,4764952,13013040,171.170.55.236,381561497840369
+916244550229,10.234.116.185,47.194.117.129,59598,2026-06-22 17:36:36,2026-06-22 19:33:36,4170980,27473092,135.133.197.155,381561497840369
+916244550229,10.49.61.17,47.194.117.129,13594,2026-06-10 08:41:39,2026-06-10 09:29:39,4286134,49995663,135.254.143.16,381561497840369
+916244550229,10.26.97.203,47.194.117.129,10741,2026-06-05 12:54:29,2026-06-05 13:30:29,757941,10607027,128.110.183.15,381561497840369
+916244550229,10.210.36.224,47.194.117.129,14017,2026-06-03 06:08:48,2026-06-03 07:34:48,75765,37910356,146.35.196.84,381561497840369
+916244550229,10.162.206.35,47.194.117.129,27536,2026-06-03 00:13:45,2026-06-03 01:24:45,920960,34955916,45.173.109.212,381561497840369
+916244550229,10.96.156.254,47.194.117.129,30273,2026-06-01 11:12:47,2026-06-01 13:04:47,1944899,935704,141.8.213.136,381561497840369
+916244550229,10.86.236.103,47.194.117.129,53736,2026-06-03 17:37:38,2026-06-03 18:22:38,2374306,20879942,115.26.97.121,381561497840369
+916606071596,10.77.47.11,104.37.158.119,22311,2026-06-10 02:49:54,2026-06-10 03:58:54,4544586,25203144,147.164.2.157,231243292127799
+916606071596,10.132.113.213,104.37.158.119,60183,2026-06-12 07:50:39,2026-06-12 08:01:39,2344534,14250771,112.239.57.139,231243292127799
+916606071596,10.164.109.41,104.37.158.119,48847,2026-06-17 18:41:17,2026-06-17 19:55:17,4912237,41952726,158.164.126.248,231243292127799
+916606071596,10.113.247.250,104.37.158.119,7675,2026-06-26 10:57:28,2026-06-26 11:57:28,122429,7149030,121.34.128.106,231243292127799
+916606071596,10.32.63.13,104.37.158.119,32369,2026-06-02 14:10:48,2026-06-02 16:05:48,2887935,5857264,20.164.75.254,231243292127799
+916054119986,10.109.98.79,101.248.98.58,6980,2026-06-17 10:03:10,2026-06-17 10:44:10,4732160,20917015,126.95.161.236,449251925462914
+916054119986,10.158.129.147,101.248.98.58,27303,2026-06-09 07:46:20,2026-06-09 09:25:20,1275721,28760184,33.239.48.51,449251925462914
+916054119986,10.5.234.51,101.248.98.58,10105,2026-06-16 22:31:25,2026-06-16 23:00:25,3476716,39600434,209.228.117.130,449251925462914
+916054119986,10.119.114.227,101.248.98.58,41279,2026-06-22 09:39:03,2026-06-22 11:21:03,1712238,9553048,118.204.2.69,449251925462914
+916054119986,10.77.122.249,101.248.98.58,32613,2026-06-02 18:48:17,2026-06-02 20:25:17,624266,1336934,150.43.88.98,449251925462914
+916054119986,10.176.209.251,101.248.98.58,49845,2026-06-14 10:11:02,2026-06-14 11:51:02,1963641,13626748,45.36.146.65,449251925462914
+919980793597,10.235.230.128,101.248.98.58,25236,2026-06-27 19:04:49,2026-06-27 19:37:49,3832185,35307666,185.185.205.122,449251925462914
+919980793597,10.63.224.189,101.248.98.58,32549,2026-06-24 00:46:10,2026-06-24 02:03:10,1305411,15907701,53.162.63.109,449251925462914
+919980793597,10.23.230.64,101.248.98.58,64293,2026-06-04 09:12:07,2026-06-04 10:30:07,3081065,20455291,123.157.68.106,449251925462914
+919980793597,10.119.130.6,101.248.98.58,16115,2026-06-19 06:32:16,2026-06-19 07:01:16,2358227,17879138,171.89.106.79,449251925462914
+919980793597,10.184.123.231,101.248.98.58,2468,2026-06-26 12:00:06,2026-06-26 13:26:06,1837908,24371834,159.84.209.18,449251925462914
+919980793597,10.138.12.173,101.248.98.58,18315,2026-06-22 10:18:29,2026-06-22 11:42:29,947410,9476395,99.124.12.137,449251925462914
+919980793597,10.21.32.117,101.248.98.58,50452,2026-06-25 19:53:25,2026-06-25 21:52:25,386746,20145651,161.162.83.128,449251925462914
+919980793597,10.80.138.95,101.248.98.58,14047,2026-06-24 11:17:18,2026-06-24 12:51:18,3624147,29526717,18.70.195.141,449251925462914
+919980793597,10.136.158.33,101.248.98.58,20093,2026-06-14 00:59:33,2026-06-14 01:05:33,3058683,26918659,91.144.132.197,449251925462914
+919980793597,10.85.213.111,101.248.98.58,23324,2026-06-03 09:59:46,2026-06-03 10:38:46,4816150,10300812,87.53.47.158,449251925462914
+917141888059,10.74.128.125,145.75.223.24,64129,2026-06-25 08:46:06,2026-06-25 09:27:06,3118783,32345424,92.38.141.119,738347359774688
+917141888059,10.44.229.198,35.82.139.116,36032,2026-06-07 16:01:39,2026-06-07 17:17:39,4666049,9373847,30.208.194.219,738347359774688
+917141888059,10.5.44.33,145.75.223.24,37795,2026-06-21 19:10:19,2026-06-21 20:19:19,205092,45110053,153.154.252.221,738347359774688
+917141888059,10.34.20.147,145.75.223.24,11958,2026-06-19 23:54:23,2026-06-20 01:21:23,4061758,2223695,67.170.228.237,738347359774688
+917141888059,10.74.75.126,145.75.223.24,32183,2026-06-22 23:46:08,2026-06-23 00:48:08,818857,26603138,172.224.28.84,738347359774688
+917141888059,10.129.105.85,145.75.223.24,21186,2026-06-16 21:26:29,2026-06-16 21:43:29,1475368,44447271,101.73.164.106,738347359774688
+919506068536,10.155.105.13,197.73.149.110,62353,2026-06-02 14:56:12,2026-06-02 16:04:12,3892874,27255581,156.227.225.228,010432898614341
+919506068536,10.195.0.2,197.73.149.110,49566,2026-06-22 21:52:32,2026-06-22 23:11:32,342785,1592472,179.49.54.63,010432898614341
+919506068536,10.1.219.87,197.73.149.110,26081,2026-06-17 13:12:56,2026-06-17 14:07:56,470093,49204850,196.5.81.168,010432898614341
+919506068536,10.97.64.28,197.73.149.110,26595,2026-06-17 12:04:06,2026-06-17 12:29:06,4630052,39467002,203.206.89.48,010432898614341
+919506068536,10.11.154.21,197.73.149.110,17352,2026-06-05 03:33:10,2026-06-05 05:21:10,2481906,12305208,23.211.51.181,010432898614341
+919506068536,10.6.205.8,197.73.149.110,21030,2026-06-28 20:26:34,2026-06-28 22:24:34,125615,42868387,161.245.104.232,010432898614341
+919506068536,10.11.64.150,197.73.149.110,39840,2026-06-17 07:24:27,2026-06-17 08:55:27,4497707,22165787,209.221.74.141,010432898614341
+919506068536,10.128.69.110,197.73.149.110,47816,2026-06-13 00:08:43,2026-06-13 00:15:43,885987,1500935,105.47.215.97,010432898614341
+919506068536,10.127.43.58,197.73.149.110,38768,2026-06-25 05:59:50,2026-06-25 06:30:50,3799385,22278189,140.23.37.148,010432898614341
+918396218518,10.186.40.121,122.40.220.155,50820,2026-06-28 00:11:37,2026-06-28 01:18:37,4367763,43769362,171.231.250.53,303054868740345
+918396218518,10.140.229.185,122.40.220.155,56951,2026-06-11 09:37:34,2026-06-11 11:29:34,1846671,26053098,38.180.232.39,303054868740345
+918396218518,10.5.126.249,122.40.220.155,52101,2026-06-11 18:25:14,2026-06-11 19:57:14,1878838,46180265,97.155.162.191,303054868740345
+918396218518,10.4.74.22,218.136.42.187,19951,2026-06-04 12:13:15,2026-06-04 12:46:15,676456,6212744,119.113.104.246,303054868740345
+918396218518,10.49.162.162,218.136.42.187,58857,2026-06-21 11:17:42,2026-06-21 12:57:42,3621869,3065683,113.45.243.151,303054868740345
+918396218518,10.7.186.13,218.136.42.187,55527,2026-06-02 03:57:04,2026-06-02 05:13:04,4857865,26475186,132.40.111.170,303054868740345
+918396218518,10.20.141.90,122.40.220.155,22861,2026-06-22 14:43:19,2026-06-22 15:13:19,4306011,10356095,14.158.147.85,303054868740345
+918396218518,10.160.93.245,218.136.42.187,59056,2026-06-24 01:48:50,2026-06-24 03:17:50,324715,49562893,95.103.6.113,303054868740345
+918511544796,10.177.9.64,141.198.60.68,27911,2026-06-13 21:53:09,2026-06-13 22:50:09,1734642,10158644,98.231.62.136,970213556909275
+918511544796,10.121.121.71,141.198.60.68,43982,2026-06-05 18:05:03,2026-06-05 19:39:03,4055459,20608006,163.198.225.9,970213556909275
+918511544796,10.8.161.182,141.198.60.68,49350,2026-06-20 04:59:06,2026-06-20 06:57:06,1804301,36265924,134.150.91.112,970213556909275
+918511544796,10.132.212.8,141.198.60.68,2431,2026-06-08 19:06:35,2026-06-08 20:26:35,1277446,32258200,169.120.245.207,970213556909275
+918511544796,10.234.115.224,141.198.60.68,19553,2026-06-17 06:40:54,2026-06-17 06:57:54,2067958,43981340,196.148.55.45,970213556909275
+918511544796,10.23.9.94,141.198.60.68,20250,2026-06-27 08:06:39,2026-06-27 10:03:39,3681890,21342985,214.90.227.74,970213556909275
+918511544796,10.211.76.229,141.198.60.68,51647,2026-06-09 19:22:08,2026-06-09 20:41:08,88432,19498467,110.52.21.22,970213556909275
+918511544796,10.96.26.109,141.198.60.68,2644,2026-06-06 17:30:12,2026-06-06 19:13:12,4581548,6282111,135.198.167.32,970213556909275
+918511544796,10.140.218.62,141.198.60.68,46221,2026-06-13 00:04:31,2026-06-13 00:18:31,235475,45326913,205.132.246.108,970213556909275
+918511544796,10.235.120.61,141.198.60.68,51335,2026-06-14 07:27:26,2026-06-14 08:50:26,2799787,5370394,86.27.109.219,970213556909275
+919394731217,10.227.131.233,142.28.63.133,32055,2026-06-17 07:18:24,2026-06-17 08:41:24,362659,38906575,124.9.33.118,323705895782911
+919394731217,10.31.146.166,46.93.66.111,13713,2026-06-16 09:06:21,2026-06-16 09:12:21,2610985,41394256,152.29.36.36,323705895782911
+919394731217,10.73.24.41,46.93.66.111,32314,2026-06-17 17:49:32,2026-06-17 19:42:32,83218,23093643,217.160.51.160,323705895782911
+919394731217,10.87.10.102,46.93.66.111,3569,2026-06-26 09:59:10,2026-06-26 10:45:10,2235931,34042854,108.54.34.188,323705895782911
+919394731217,10.181.244.162,46.93.66.111,50956,2026-06-15 13:08:29,2026-06-15 13:22:29,663424,27146810,46.105.162.30,323705895782911
+919394731217,10.231.3.124,142.28.63.133,17083,2026-06-08 14:15:58,2026-06-08 15:27:58,2286993,38877827,222.117.165.135,323705895782911
+919394731217,10.230.42.166,142.28.63.133,5577,2026-06-19 16:36:43,2026-06-19 18:01:43,4250336,32375209,218.41.121.182,323705895782911
+919394731217,10.209.111.141,142.28.63.133,13964,2026-06-07 16:14:52,2026-06-07 17:06:52,121555,37230465,128.159.199.252,323705895782911
+918225358414,10.80.78.147,50.160.163.188,63711,2026-06-08 14:29:11,2026-06-08 15:51:11,3569952,34142687,28.68.170.6,959001094396907
+918225358414,10.98.224.62,132.104.174.156,6186,2026-06-15 07:11:16,2026-06-15 07:35:16,253866,25671149,112.171.209.205,959001094396907
+918225358414,10.230.150.85,132.104.174.156,3344,2026-06-28 02:12:58,2026-06-28 04:05:58,695347,20818644,34.105.67.63,959001094396907
+918225358414,10.252.226.219,132.104.174.156,60447,2026-06-04 02:18:20,2026-06-04 02:54:20,3545986,6619187,40.161.70.238,959001094396907
+918225358414,10.151.187.32,50.160.163.188,31485,2026-06-21 11:34:49,2026-06-21 12:41:49,2417033,32570195,59.174.217.139,959001094396907
+918225358414,10.217.25.28,132.104.174.156,16097,2026-06-24 06:20:01,2026-06-24 06:23:01,2483867,36250038,30.168.57.236,959001094396907
+918225358414,10.175.7.29,50.160.163.188,36906,2026-06-03 07:44:37,2026-06-03 08:00:37,1593310,8777097,39.3.146.243,959001094396907
+918225358414,10.82.45.24,132.104.174.156,40406,2026-06-05 21:39:55,2026-06-05 21:46:55,178142,40493167,150.242.12.239,959001094396907
+919258815371,10.152.86.238,81.187.206.94,23373,2026-06-02 21:33:48,2026-06-02 22:14:48,2090570,35085589,36.225.161.75,327877470168733
+919258815371,10.148.235.4,81.187.206.94,37223,2026-06-23 17:48:27,2026-06-23 17:56:27,4042234,20521189,112.113.204.56,327877470168733
+919258815371,10.221.15.84,81.187.206.94,30269,2026-06-29 11:02:09,2026-06-29 12:09:09,4986099,35108861,27.163.174.159,327877470168733
+919258815371,10.149.76.248,81.187.206.94,20649,2026-06-22 18:35:06,2026-06-22 20:24:06,2061465,27990445,83.57.120.100,327877470168733
+919258815371,10.152.45.189,81.187.206.94,27483,2026-06-27 16:44:36,2026-06-27 18:02:36,1620411,34077808,128.237.31.210,327877470168733
+919258815371,10.41.73.229,81.187.206.94,32948,2026-06-23 16:30:00,2026-06-23 16:35:00,3781981,10051914,189.94.89.96,327877470168733
+919258815371,10.20.34.202,81.187.206.94,24833,2026-06-05 03:06:23,2026-06-05 04:54:23,1897229,20780537,20.219.82.253,327877470168733
+919258815371,10.7.52.164,81.187.206.94,36858,2026-06-02 12:37:14,2026-06-02 13:10:14,3600933,32333654,110.214.25.178,327877470168733
+919258815371,10.76.66.180,81.187.206.94,15846,2026-06-04 11:36:59,2026-06-04 13:08:59,1475873,22705170,183.102.64.158,327877470168733
+919098358416,10.70.59.183,198.26.245.44,22911,2026-06-27 21:07:29,2026-06-27 23:07:29,1931683,3652688,220.200.124.130,952694958887947
+919098358416,10.210.123.167,198.26.245.44,40142,2026-06-06 11:21:26,2026-06-06 12:50:26,476901,4874259,150.105.212.167,952694958887947
+919098358416,10.198.171.237,198.26.245.44,51805,2026-06-29 07:44:08,2026-06-29 09:10:08,3047167,22526916,100.86.215.225,952694958887947
+919098358416,10.182.115.185,198.26.245.44,58931,2026-06-04 15:44:05,2026-06-04 17:38:05,1562948,1802562,94.73.71.246,952694958887947
+919098358416,10.95.63.235,198.26.245.44,13734,2026-06-08 06:48:09,2026-06-08 07:58:09,3047935,2140253,52.51.240.28,952694958887947
+919098358416,10.116.251.193,198.26.245.44,10722,2026-06-15 00:19:48,2026-06-15 01:59:48,4784689,5678160,148.240.31.45,952694958887947
+919098358416,10.198.30.168,198.26.245.44,10540,2026-06-05 16:12:19,2026-06-05 17:55:19,549838,41238220,211.122.130.207,952694958887947
+919098358416,10.129.37.231,198.26.245.44,48178,2026-06-23 08:08:10,2026-06-23 10:02:10,1024456,23884129,93.200.182.254,952694958887947
+919098358416,10.145.105.203,198.26.245.44,27352,2026-06-08 01:03:13,2026-06-08 02:18:13,2086259,39760771,192.51.207.138,952694958887947
+919098358416,10.126.160.121,198.26.245.44,64449,2026-06-08 23:09:28,2026-06-08 23:53:28,1865377,45168127,185.92.228.123,952694958887947
+917474517123,10.18.123.47,189.188.183.16,59209,2026-06-15 05:49:23,2026-06-15 06:07:23,2482116,32838371,184.15.163.243,047113826758692
